feature	percentage_gene_gc_content	gene_biotype	start_position	end_position	hgnc_id	hgnc_symbol	length
ENSG00000196236	41.48	protein_coding	40857077	40932815	HGNC:28052	XPNPEP3	75738
ENSG00000196247	39.9	protein_coding	64666099	64711577	HGNC:12887	ZNF107	45478
ENSG00000196262	47.06	protein_coding	44796680	44824564	HGNC:9253	PPIA	27884
ENSG00000196267	43.18	protein_coding	52153864	52171643	HGNC:34333	ZNF836	17779
ENSG00000196275	46.6	protein_coding	74796151	74851605	HGNC:30775	GTF2IRD2	55454
ENSG00000196284	36.3	protein_coding	44809317	45377953	HGNC:11466	SUPT3H	568636
ENSG00000196290	41.02	protein_coding	200889327	200903938	HGNC:13390	NIF3L1	14611
ENSG00000196295	42.34	lncRNA	30516309	30595286	HGNC:48951	GARS1-DT	78977
ENSG00000196296	54.02	protein_coding	28878405	28904466	HGNC:811	ATP2A1	26061
ENSG00000196305	41.26	protein_coding	92210207	92293854	HGNC:5330	IARS1	83647
ENSG00000196312	41	transcribed_unprocessed_pseudogene	96949555	97013366	HGNC:23672	MFSD14CP	63811
ENSG00000196313	46.19	protein_coding	72879349	72951440	HGNC:19702	POM121	72091
ENSG00000196323	39.22	protein_coding	130226677	130314917	HGNC:25001	ZBTB44	88240
ENSG00000196357	45.13	protein_coding	36182276	36246257	HGNC:26726	ZNF565	63981
ENSG00000196363	55.32	protein_coding	134135365	134159968	HGNC:12757	WDR5	24603
ENSG00000196365	57.82	protein_coding	5691834	5720572	HGNC:9479	LONP1	28738
ENSG00000196367	46.32	protein_coding	98877933	99050831	HGNC:12347	TRRAP	172898
ENSG00000196369	42.03	protein_coding	144887265	145095528	HGNC:35237	SRGAP2B	208263
ENSG00000196372	50.97	protein_coding	5638867	5666595	HGNC:19765	ASB13	27728
ENSG00000196378	49.14	protein_coding	144772224	144787348	HGNC:13098	ZNF34	15124
ENSG00000196387	40.8	protein_coding	133080474	133107526	HGNC:12925	ZNF140	27052
ENSG00000196388	51.52	protein_coding	4988130	4997610	HGNC:32224	INCA1	9480
ENSG00000196391	45.42	protein_coding	90352284	90369146	HGNC:33108	ZNF774	16862
ENSG00000196396	43.56	protein_coding	50510321	50585241	HGNC:9642	PTPN1	74920
ENSG00000196405	45.48	protein_coding	99971449	100144236	HGNC:20234	EVL	172787
ENSG00000196407	52.42	protein_coding	151847101	151853712	HGNC:26755	THEM5	6611
ENSG00000196411	54.77	protein_coding	100802565	100827523	HGNC:3395	EPHB4	24958
ENSG00000196417	44.73	protein_coding	53389793	53430413	HGNC:25092	ZNF765	40620
ENSG00000196418	42.19	protein_coding	247121975	247172020	HGNC:12907	ZNF124	50045
ENSG00000196419	46.19	protein_coding	41621163	41664048	HGNC:4055	XRCC6	42885
ENSG00000196422	59.96	protein_coding	135479079	135488893	HGNC:29089	PPP1R26	9814
ENSG00000196428	36.55	protein_coding	150408298	150466422	HGNC:29095	TSC22D2	58124
ENSG00000196440	41.06	protein_coding	101418287	101533459	HGNC:28615	ARMCX4	115172
ENSG00000196449	49.58	protein_coding	37802945	37808208	HGNC:28905	YRDC	5263
ENSG00000196453	47.28	protein_coding	149431363	149461062	HGNC:22213	ZNF777	29699
ENSG00000196455	36.67	protein_coding	130678934	130746829	HGNC:8982	PIK3R4	67895
ENSG00000196456	53.8	protein_coding	150368790	150398630	HGNC:28501	ZNF775	29840
ENSG00000196458	46.54	protein_coding	132918306	132956306	HGNC:28068	ZNF605	38000
ENSG00000196459	42.18	protein_coding	13712244	13734635	HGNC:23068	TRAPPC2	22391
ENSG00000196465	53.91	protein_coding	56152256	56159647	HGNC:29823	MYL6B	7391
ENSG00000196466	41.86	protein_coding	12390016	12401271	HGNC:28071	ZNF799	11255
ENSG00000196470	45.2	protein_coding	48356364	48448402	HGNC:10857	SIAH1	92038
ENSG00000196476	48.38	protein_coding	270863	290778	HGNC:16227	C20orf96	19915
ENSG00000196498	57.38	protein_coding	124324415	124567612	HGNC:7673	NCOR2	243197
ENSG00000196502	54.79	protein_coding	28605196	28610044	HGNC:11453	SULT1A1	4848
ENSG00000196504	36.32	protein_coding	152651593	152718012	HGNC:16463	PRPF40A	66419
ENSG00000196505	36.54	protein_coding	117863485	117929621	HGNC:18010	GDAP2	66136
ENSG00000196507	41.11	protein_coding	103607451	103629690	HGNC:28247	TCEAL3	22239
ENSG00000196510	45.87	protein_coding	110372900	110403730	HGNC:17380	ANAPC7	30830
ENSG00000196517	56.44	protein_coding	43991500	44031467	HGNC:11056	SLC6A9	39967
ENSG00000196526	46.39	protein_coding	7758714	7939926	HGNC:24017	AFAP1	181212
ENSG00000196531	47.53	protein_coding	56712305	56731628	HGNC:7629	NACA	19323
ENSG00000196535	53.73	protein_coding	29071122	29180398	HGNC:31104	MYO18A	109276
ENSG00000196544	65.58	protein_coding	8188345	8190180	HGNC:25939	BORCS6	1835
ENSG00000196547	55.3	protein_coding	90902218	90922584	HGNC:6825	MAN2A2	20366
ENSG00000196550	42.13	protein_coding	206186179	206204414	HGNC:24044	FAM72A	18235
ENSG00000196562	50.45	protein_coding	47656197	47786616	HGNC:20392	SULF2	130419
ENSG00000196576	64.97	protein_coding	50274979	50307646	HGNC:9104	PLXNB2	32667
ENSG00000196584	42.61	protein_coding	152644776	152676193	HGNC:12829	XRCC2	31417
ENSG00000196586	37.66	protein_coding	75749201	75919537	HGNC:7605	MYO6	170336
ENSG00000196588	43.58	protein_coding	40410281	40636719	HGNC:14334	MRTFA	226438
ENSG00000196591	38.55	protein_coding	113933028	114011308	HGNC:4853	HDAC2	78280
ENSG00000196597	38.74	protein_coding	96816269	96875623	HGNC:33110	ZNF782	59354
ENSG00000196605	45.78	protein_coding	9751993	9793180	HGNC:27260	ZNF846	41187
ENSG00000196632	40.03	protein_coding	54192823	54358642	HGNC:14543	WNK3	165819
ENSG00000196636	38.5	protein_coding	97117698	97181763	HGNC:21752	SDHAF3	64065
ENSG00000196639	46.19	protein_coding	11137093	11263557	HGNC:5182	HRH1	126464
ENSG00000196642	57.06	protein_coding	136807943	136841187	HGNC:24703	RABL6	33244
ENSG00000196646	44.4	protein_coding	12163064	12189871	HGNC:12920	ZNF136	26807
ENSG00000196652	46.15	protein_coding	99504662	99534700	HGNC:12867	ZKSCAN5	30038
ENSG00000196655	48.86	protein_coding	119018763	119025454	HGNC:19943	TRAPPC4	6691
ENSG00000196659	42.72	protein_coding	177548998	177552796	HGNC:26425	IFT70B	3798
ENSG00000196663	47.28	protein_coding	102362941	102502477	HGNC:19957	TECPR2	139536
ENSG00000196670	42.93	protein_coding	180847611	180861285	HGNC:23241	ZFP62	13674
ENSG00000196678	40.84	protein_coding	20780193	20900349	HGNC:30541	ERI2	120156
ENSG00000196683	41.61	protein_coding	22812628	22822849	HGNC:21648	TOMM7	10221
ENSG00000196689	52.6	protein_coding	3565444	3609411	HGNC:12716	TRPV1	43967
ENSG00000196693	40.2	protein_coding	42574185	42638570	HGNC:13097	ZNF33B	64385
ENSG00000196696	44.73	lncRNA	69976297	70065948	HGNC:53158	PDXDC2P-NPIPB14P	89651
ENSG00000196700	63.54	protein_coding	63956704	63969930	HGNC:29212	ZNF512B	13226
ENSG00000196704	44.84	protein_coding	68205481	68257712	HGNC:28041	AMZ2	52231
ENSG00000196705	39.12	protein_coding	21142024	21196053	HGNC:20809	ZNF431	54029
ENSG00000196712	37.62	protein_coding	31094927	31382116	HGNC:7765	NF1	287189
ENSG00000196715	41.25	protein_coding	65873074	65959563	HGNC:21492	VKORC1L1	86489
ENSG00000196741	39.98	lncRNA	47483571	47484823	HGNC:27333	LINC01560	1252
ENSG00000196743	47.41	protein_coding	151212150	151270440	HGNC:4367	GM2A	58290
ENSG00000196754	53.99	protein_coding	153561108	153567890	HGNC:10492	S100A2	6782
ENSG00000196756	51.19	lncRNA	38419638	38435409	HGNC:48600	SNHG17	15771
ENSG00000196757	44.6	protein_coding	11925068	11950773	HGNC:25292	ZNF700	25705
ENSG00000196776	37.38	protein_coding	108043091	108091862	HGNC:1682	CD47	48771
ENSG00000196781	43.5	protein_coding	81583683	81689547	HGNC:11837	TLE1	105864
ENSG00000196782	41.6	protein_coding	139716753	140154184	HGNC:16272	MAML3	437431
ENSG00000196787	46.8	protein_coding	27133043	27135292	HGNC:4737	H2AC11	2249
ENSG00000196792	38.51	protein_coding	30893799	31026401	HGNC:15720	STRN3	132602
ENSG00000196793	42.81	protein_coding	43556344	43574618	HGNC:13031	ZNF239	18274
ENSG00000196810	47.13	lncRNA	1248877	1288856	HGNC:28307	CTBP1-DT	39979
ENSG00000196812	40	protein_coding	28107689	28130082	HGNC:20813	ZSCAN16	22393
ENSG00000196814	47.23	protein_coding	126326829	126507041	HGNC:23368	MVB12B	180212
ENSG00000196821	41.83	protein_coding	34587288	34696859	HGNC:21215	ILRUN	109571
ENSG00000196843	55.33	protein_coding	96536743	96552638	HGNC:17361	ARID5A	15895
ENSG00000196850	42.74	protein_coding	110533245	110583318	HGNC:30695	PPTC7	50073
ENSG00000196865	35.52	protein_coding	113854661	113917194	HGNC:24731	NHLRC2	62533
ENSG00000196872	46.02	protein_coding	98793846	98936259	HGNC:33454	CRACDL	142413
ENSG00000196873	36.18	protein_coding	68232003	68300035	HGNC:18519	ZNG1C	68032
ENSG00000196878	49.93	protein_coding	209614870	209652425	HGNC:6490	LAMB3	37555
ENSG00000196911	35.55	protein_coding	116681187	116741867	HGNC:6398	KPNA5	60680
ENSG00000196912	35.77	protein_coding	97492663	97589877	HGNC:29333	ANKRD36B	97214
ENSG00000196914	37.52	protein_coding	120336413	120489937	HGNC:14193	ARHGEF12	153524
ENSG00000196922	40.64	transcribed_unprocessed_pseudogene	144976190	144999723	HGNC:13046	ZNF252P	23533
ENSG00000196923	60.73	protein_coding	177483394	177497606	HGNC:22958	PDLIM7	14212
ENSG00000196924	62.28	protein_coding	154348524	154374634	HGNC:3754	FLNA	26110
ENSG00000196935	39.52	protein_coding	63843761	64162217	HGNC:17382	SRGAP1	318456
ENSG00000196937	35.92	protein_coding	121348878	121396364	HGNC:18664	FAM3C	47486
ENSG00000196943	50.63	protein_coding	24299850	24309124	HGNC:19826	NOP9	9274
ENSG00000196950	38.48	protein_coding	195575977	195737702	HGNC:20861	SLC39A10	161725
ENSG00000196954	37.67	protein_coding	104942866	104969366	HGNC:1505	CASP4	26500
ENSG00000196961	54.54	protein_coding	49767001	49807114	HGNC:561	AP2A1	40113
ENSG00000196968	47.53	protein_coding	73772276	73780251	HGNC:19233	FUT11	7975
ENSG00000196972	61.8	protein_coding	135094985	135098712	HGNC:34500	SMIM10L2B	3727
ENSG00000196976	63.57	protein_coding	154477775	154479281	HGNC:26058	LAGE3	1506
ENSG00000196981	39.93	protein_coding	122411846	122416062	HGNC:17826	WDR5B	4216
ENSG00000196998	49.75	protein_coding	49074433	49101170	HGNC:28912	WDR45	26737
ENSG00000197006	42.83	protein_coding	21597218	21657471	HGNC:24586	METTL9	60253
ENSG00000197008	39.99	protein_coding	64794388	64833681	HGNC:12922	ZNF138	39293
ENSG00000197019	52.5	protein_coding	40421589	40425992	HGNC:17932	SERTAD1	4403
ENSG00000197020	38.53	protein_coding	21722771	21767579	HGNC:12880	ZNF100	44808
ENSG00000197021	52.1	protein_coding	149929527	149938700	HGNC:17402	EOLA2	9173
ENSG00000197024	45.9	protein_coding	149126416	149183042	HGNC:18373	ZNF398	56626
ENSG00000197037	48.45	protein_coding	99616946	99632408	HGNC:21961	ZSCAN25	15462
ENSG00000197043	48.98	protein_coding	151100706	151157815	HGNC:544	ANXA6	57109
ENSG00000197044	41.78	protein_coding	11767000	11784078	HGNC:20875	ZNF441	17078
ENSG00000197045	36.62	protein_coding	54474484	54489025	HGNC:4373	GMFB	14541
ENSG00000197050	41.83	protein_coding	37007857	37130368	HGNC:20649	ZNF420	122511
ENSG00000197054	43.58	protein_coding	11965037	11980617	HGNC:27614	ZNF763	15580
ENSG00000197056	41.81	protein_coding	35032172	35118818	HGNC:26253	ZMYM1	86646
ENSG00000197062	41.58	protein_coding	28267058	28278224	HGNC:12978	ZSCAN26	11166
ENSG00000197063	60.3	protein_coding	81918270	81927735	HGNC:6781	MAFG	9465
ENSG00000197070	60.75	protein_coding	137605685	137615360	HGNC:28633	ARRDC1	9675
ENSG00000197077	48.94	protein_coding	24952716	25197448	HGNC:29345	KIAA1671	244732
ENSG00000197081	45.56	protein_coding	159969082	160113507	HGNC:5467	IGF2R	144425
ENSG00000197093	52.79	protein_coding	100159244	100168617	HGNC:24145	GAL3ST4	9373
ENSG00000197102	47.38	protein_coding	101964573	102056443	HGNC:2961	DYNC1H1	91870
ENSG00000197111	43.79	protein_coding	53452102	53481162	HGNC:8648	PCBP2	29060
ENSG00000197114	49.61	protein_coding	63707465	63736142	HGNC:15948	ZGPAT	28677
ENSG00000197119	57.04	protein_coding	100291116	100306547	HGNC:20116	SLC25A29	15431
ENSG00000197121	36	protein_coding	196833004	196927796	HGNC:25712	PGAP1	94792
ENSG00000197122	54.1	protein_coding	37344685	37406050	HGNC:11283	SRC	61365
ENSG00000197136	60.5	protein_coding	65615776	65637439	HGNC:18760	PCNX3	21663
ENSG00000197147	38.63	protein_coding	89524829	89597861	HGNC:30692	LRRC8B	73032
ENSG00000197150	57.04	protein_coding	151028422	151047782	HGNC:49	ABCB8	19360
ENSG00000197157	42.44	protein_coding	127652194	128092609	HGNC:30646	SND1	440415
ENSG00000197162	49.75	protein_coding	30573740	30585769	HGNC:26496	ZNF785	12029
ENSG00000197170	40.02	protein_coding	67337916	67366605	HGNC:9557	PSMD12	28689
ENSG00000197180	49.94	lncRNA	154424377	154428549	HGNC:25138	ATP6AP1-DT	4172
ENSG00000197182	56.93	lncRNA	46044913	46116382	HGNC:37189	MIRLET7BHG	71469
ENSG00000197217	44.43	protein_coding	23385783	23457695	HGNC:14573	ENTPD4	71912
ENSG00000197223	38.27	protein_coding	68041130	68110948	HGNC:29911	C1D	69818
ENSG00000197226	54.24	protein_coding	179862066	179907897	HGNC:29097	TBC1D9B	45831
ENSG00000197245	58.17	protein_coding	26159079	26163962	HGNC:25860	FAM110D	4883
ENSG00000197256	52.98	protein_coding	11164270	11197791	HGNC:29300	KANK2	33521
ENSG00000197258	49.73	processed_pseudogene	104667749	104669576	HGNC:37939	EIF4BP6	1827
ENSG00000197265	39.43	protein_coding	30578318	30658236	HGNC:4651	GTF2E2	79918
ENSG00000197275	36.72	protein_coding	94371960	94475115	HGNC:17228	RAD54B	103155
ENSG00000197279	42.29	protein_coding	28080568	28089563	HGNC:12953	ZNF165	8995
ENSG00000197283	53.92	protein_coding	33419661	33453689	HGNC:11497	SYNGAP1	34028
ENSG00000197296	49.34	protein_coding	44302840	44311202	HGNC:16135	FITM2	8362
ENSG00000197299	40.73	protein_coding	90717346	90816166	HGNC:1058	BLM	98820
ENSG00000197302	38.78	protein_coding	31713229	31794869	HGNC:26987	KRBOX5	81640
ENSG00000197312	42.42	protein_coding	15617458	15669044	HGNC:24578	DDI2	51586
ENSG00000197321	43.63	protein_coding	29457338	29736959	HGNC:11480	SVIL	279621
ENSG00000197323	38.21	protein_coding	114392790	114511203	HGNC:16290	TRIM33	118413
ENSG00000197324	55.43	protein_coding	22871740	22881713	HGNC:14553	LRP10	9973
ENSG00000197329	36.89	protein_coding	64092652	64144420	HGNC:8827	PELI1	51768
ENSG00000197343	42.73	protein_coding	99558406	99576453	HGNC:30899	ZNF655	18047
ENSG00000197345	50.69	protein_coding	68891276	68903835	HGNC:14479	MRPL21	12559
ENSG00000197355	61.53	protein_coding	137077517	137084539	HGNC:28082	UAP1L1	7022
ENSG00000197362	46.13	protein_coding	149069641	149090782	HGNC:21806	ZNF786	21141
ENSG00000197363	56.18	protein_coding	144798876	144811169	HGNC:27984	ZNF517	12293
ENSG00000197375	48.37	protein_coding	132369710	132395613	HGNC:10969	SLC22A5	25903
ENSG00000197381	45.43	protein_coding	45073853	45226560	HGNC:226	ADARB1	152707
ENSG00000197385	41.67	protein_coding	31981750	31991723	HGNC:34513	ZNF860	9973
ENSG00000197386	45.83	protein_coding	3041363	3243957	HGNC:4851	HTT	202594
ENSG00000197405	49.69	protein_coding	47290023	47322066	HGNC:1338	C5AR1	32043
ENSG00000197417	50.42	protein_coding	3608240	3636250	HGNC:1492	SHPK	28010
ENSG00000197429	42.35	protein_coding	45694324	45750653	HGNC:6108	IPP	56329
ENSG00000197442	39.97	protein_coding	136557046	136793097	HGNC:6857	MAP3K5	236051
ENSG00000197448	41.49	protein_coding	143244093	143270854	HGNC:16906	GSTK1	26761
ENSG00000197451	53.61	protein_coding	178204533	178211163	HGNC:5034	HNRNPAB	6630
ENSG00000197461	60.14	protein_coding	497258	520296	HGNC:8799	PDGFA	23038
ENSG00000197472	42.51	protein_coding	246945547	247008093	HGNC:30954	ZNF695	62546
ENSG00000197483	62.42	protein_coding	55476617	55484487	HGNC:28054	ZNF628	7870
ENSG00000197498	42.58	protein_coding	110982015	111028263	HGNC:20870	RPF2	46248
ENSG00000197506	42.61	protein_coding	84275457	84340758	HGNC:16484	SLC28A3	65301
ENSG00000197530	66.39	protein_coding	1615454	1630605	HGNC:30577	MIB2	15151
ENSG00000197535	39.93	protein_coding	52307281	52529132	HGNC:7602	MYO5A	221851
ENSG00000197536	47.84	lncRNA	132410636	132488702	HGNC:33838	CARINH	78066
ENSG00000197548	43.27	protein_coding	11272309	11557665	HGNC:16935	ATG7	285356
ENSG00000197555	39.56	protein_coding	71320449	71741229	HGNC:20284	SIPA1L1	420780
ENSG00000197557	38.84	protein_coding	177612999	177618742	HGNC:25853	IFT70A	5743
ENSG00000197562	56.81	protein_coding	589357	629272	HGNC:18285	RAB40C	39915
ENSG00000197563	38.03	protein_coding	61905255	62187118	HGNC:8967	PIGN	281863
ENSG00000197566	37.67	protein_coding	16620734	16653856	HGNC:29254	ZNF624	33122
ENSG00000197568	42.16	lncRNA	70354780	70385339	HGNC:4906	ANKRD13C-DT	30559
ENSG00000197579	42.02	protein_coding	32540544	32552586	HGNC:21653	TOPORS	12042
ENSG00000197580	40.07	protein_coding	112175510	112224699	HGNC:18503	BCO2	49189
ENSG00000197586	50.78	protein_coding	25195693	25228075	HGNC:3368	ENTPD6	32382
ENSG00000197601	36.04	protein_coding	13668659	13732346	HGNC:26222	FAR1	63687
ENSG00000197603	38.92	protein_coding	37106228	37249376	HGNC:25801	CPLANE1	143148
ENSG00000197608	41.11	protein_coding	52064465	52095765	HGNC:27611	ZNF841	31300
ENSG00000197619	39.06	protein_coding	51991332	52008230	HGNC:24740	ZNF615	16898
ENSG00000197620	52.53	protein_coding	149540355	149550510	HGNC:28089	EOLA1	10155
ENSG00000197622	46.96	protein_coding	151050971	151070325	HGNC:17719	CDC42SE1	19354
ENSG00000197694	46.82	protein_coding	128552558	128633662	HGNC:11273	SPTAN1	81104
ENSG00000197696	56.33	protein_coding	84655129	84658563	HGNC:7842	NMB	3434
ENSG00000197702	43.49	protein_coding	12377563	12535356	HGNC:14652	PARVA	157793
ENSG00000197712	42.57	protein_coding	38867677	38945739	HGNC:25087	FAM114A1	78062
ENSG00000197713	38.52	protein_coding	210002565	210022260	HGNC:10293	RPE	19695
ENSG00000197714	45.69	protein_coding	57280051	57294069	HGNC:21628	ZNF460	14018
ENSG00000197724	51.46	protein_coding	93576584	93679587	HGNC:8920	PHF2	103003
ENSG00000197728	47.33	protein_coding	56041351	56044697	HGNC:10414	RPS26	3346
ENSG00000197744	51.99	processed_pseudogene	118973796	118974122	HGNC:9625	PTMAP2	326
ENSG00000197746	47.65	protein_coding	71816298	71851251	HGNC:9498	PSAP	34953
ENSG00000197747	44.94	protein_coding	151982915	151993859	HGNC:10487	S100A10	10944
ENSG00000197753	44.84	protein_coding	35797206	35845397	HGNC:21253	LHFPL5	48191
ENSG00000197756	44.42	protein_coding	216498825	216579180	HGNC:10348	RPL37A	80355
ENSG00000197763	40.49	protein_coding	126571779	126655124	HGNC:20667	TXNRD3	83345
ENSG00000197771	41.74	protein_coding	119829404	119892556	HGNC:25782	MCMBP	63152
ENSG00000197774	64.46	protein_coding	1772810	1781708	HGNC:27289	EME2	8898
ENSG00000197776	39.77	protein_coding	49693105	49753150	HGNC:19836	KLHDC1	60045
ENSG00000197779	39.93	protein_coding	47836902	48002561	HGNC:13156	ZNF81	165659
ENSG00000197780	43.55	protein_coding	109062496	109076012	HGNC:11546	TAF13	13516
ENSG00000197782	38.53	protein_coding	40069152	40090943	HGNC:27603	ZNF780A	21791
ENSG00000197785	59.87	protein_coding	1512162	1534685	HGNC:25567	ATAD3A	22523
ENSG00000197798	41.78	protein_coding	126211724	126262984	HGNC:26110	FAM118B	51260
ENSG00000197808	40.35	protein_coding	36636618	36666853	HGNC:21629	ZNF461	30235
ENSG00000197818	45.56	protein_coding	49812713	49892242	HGNC:20728	SLC9A8	79529
ENSG00000197822	42.9	protein_coding	69492292	69558104	HGNC:8104	OCLN	65812
ENSG00000197837	49.57	protein_coding	14767999	14771131	HGNC:20510	H4C16	3132
ENSG00000197841	39.74	protein_coding	34734155	34745378	HGNC:12971	ZNF181	11223
ENSG00000197852	43.96	protein_coding	111680630	111755824	HGNC:28045	INKA2	75194
ENSG00000197857	43.35	protein_coding	12224686	12294883	HGNC:13110	ZNF44	70197
ENSG00000197858	53.18	protein_coding	144082337	144093149	HGNC:4446	GPAA1	10812
ENSG00000197860	39.79	protein_coding	65665928	65723035	HGNC:23567	SGTB	57107
ENSG00000197863	42.57	protein_coding	36817428	36850787	HGNC:33114	ZNF790	33359
ENSG00000197872	42.98	protein_coding	16549459	16666331	HGNC:25373	CYRIA	116872
ENSG00000197879	60.08	protein_coding	1464186	1492686	HGNC:7597	MYO1C	28500
ENSG00000197885	42.73	protein_coding	23889951	23946591	HGNC:17899	NKIRAS1	56640
ENSG00000197892	41.92	protein_coding	29067278	29263124	HGNC:14405	KIF13B	195846
ENSG00000197894	40.37	protein_coding	99070978	99088801	HGNC:253	ADH5	17823
ENSG00000197905	51.6	protein_coding	2959330	3040676	HGNC:11717	TEAD4	81346
ENSG00000197912	52.33	protein_coding	89490719	89557766	HGNC:11237	SPG7	67047
ENSG00000197930	37.59	protein_coding	52639915	52695900	HGNC:13280	ERO1A	55985
ENSG00000197933	44.81	protein_coding	11721265	11739009	HGNC:30936	ZNF823	17744
ENSG00000197935	41.01	protein_coding	28994785	29005316	HGNC:13847	ZNF311	10531
ENSG00000197937	44.35	protein_coding	53124072	53159075	HGNC:16447	ZNF347	35003
ENSG00000197943	47.02	protein_coding	81738248	81962685	HGNC:9066	PLCG2	224437
ENSG00000197948	52.82	protein_coding	141639302	141651418	HGNC:25463	FCHSD1	12116
ENSG00000197951	46.22	protein_coding	56595265	56626481	HGNC:13141	ZNF71	31216
ENSG00000197956	58.51	protein_coding	153534599	153536244	HGNC:10496	S100A6	1645
ENSG00000197958	51.25	protein_coding	127447674	127451406	HGNC:10302	RPL12	3732
ENSG00000197961	41.93	protein_coding	9560329	9584504	HGNC:12904	ZNF121	24175
ENSG00000197965	41.24	protein_coding	167721192	167791919	HGNC:7226	MPZL1	70727
ENSG00000197969	35.88	protein_coding	77177445	77421537	HGNC:1908	VPS13A	244092
ENSG00000197971	48.31	protein_coding	76978827	77133683	HGNC:6925	MBP	154856
ENSG00000197976	60.91	protein_coding	1591604	1602520	HGNC:18783	AKAP17A	10916
ENSG00000197978	47.67	protein_coding	82429816	82439153	HGNC:37229	GOLGA6L9	9337
ENSG00000197982	63.25	protein_coding	37806979	37809454	HGNC:24789	C1orf122	2475
ENSG00000197989	50.97	lncRNA	28578536	28583132	HGNC:30062	SNHG12	4596
ENSG00000198000	38.87	protein_coding	92297358	92325636	HGNC:23387	NOL8	28278
ENSG00000198001	37.41	protein_coding	43758944	43798307	HGNC:17967	IRAK4	39363
ENSG00000198015	39.32	protein_coding	93467514	93516214	HGNC:14493	MRPL42	48700
ENSG00000198018	39.77	protein_coding	99659509	99711241	HGNC:19745	ENTPD7	51732
ENSG00000198026	53.48	protein_coding	45948660	45972203	HGNC:15807	ZNF335	23543
ENSG00000198034	46.38	protein_coding	72255679	72277248	HGNC:10424	RPS4X	21569
ENSG00000198039	44.95	protein_coding	64870172	64930981	HGNC:13067	ZNF273	60809
ENSG00000198040	39.16	protein_coding	133037292	133063304	HGNC:13159	ZNF84	26012
ENSG00000198042	39.93	protein_coding	33485182	33501262	HGNC:13703	MAK16	16080
ENSG00000198053	51.36	protein_coding	1894167	1940592	HGNC:9662	SIRPA	46425
ENSG00000198055	54.65	protein_coding	177403204	177442901	HGNC:4545	GRK6	39697
ENSG00000198056	43.06	protein_coding	56730438	56752374	HGNC:9369	PRIM1	21936
ENSG00000198060	40.45	protein_coding	92291167	92353964	HGNC:26025	MARCHF5	62797
ENSG00000198081	49	protein_coding	5289019	5297053	HGNC:12860	ZBTB14	8034
ENSG00000198087	36.38	protein_coding	47477789	47627263	HGNC:14258	CD2AP	149474
ENSG00000198088	37.06	protein_coding	107123427	107206433	HGNC:25960	NUP62CL	83006
ENSG00000198089	46.58	protein_coding	31488688	31618588	HGNC:29064	SFI1	129900
ENSG00000198093	43.39	protein_coding	51889235	51905040	HGNC:25741	ZNF649	15805
ENSG00000198105	39.14	protein_coding	37776526	37858106	HGNC:13041	ZNF248	81580
ENSG00000198113	67.76	protein_coding	137277726	137282641	HGNC:25981	TOR4A	4915
ENSG00000198121	38.26	protein_coding	110873263	111038470	HGNC:3166	LPAR1	165207
ENSG00000198130	38.94	protein_coding	190189735	190344193	HGNC:4908	HIBCH	154458
ENSG00000198131	47.34	protein_coding	58228594	58277495	HGNC:16759	ZNF544	48901
ENSG00000198133	48.53	protein_coding	67447084	67533739	HGNC:20130	TMEM229B	86655
ENSG00000198134	53.52	processed_pseudogene	12111163	12111489	HGNC:34054	PTMAP9	326
ENSG00000198142	47.44	protein_coding	109614364	109618990	HGNC:26149	SOWAHC	4626
ENSG00000198146	37.91	protein_coding	34978341	34988287	HGNC:26061	ZNF770	9946
ENSG00000198160	36.15	protein_coding	66924895	66988619	HGNC:29657	MIER1	63724
ENSG00000198162	35.34	protein_coding	117367449	117528872	HGNC:6822	MAN1A2	161423
ENSG00000198168	36.62	protein_coding	22813799	22830299	HGNC:25238	SVIP	16500
ENSG00000198169	47.51	protein_coding	144720907	144756417	HGNC:13045	ZNF251	35510
ENSG00000198171	54.35	protein_coding	3190350	3204685	HGNC:16110	DDRGK1	14335
ENSG00000198176	53.33	protein_coding	113584721	113641473	HGNC:11749	TFDP1	56752
ENSG00000198182	41.53	protein_coding	37696371	37719761	HGNC:28192	ZNF607	23390
ENSG00000198198	50.23	protein_coding	43389882	43454247	HGNC:29040	SZT2	64365
ENSG00000198205	46.77	protein_coding	57905430	57910458	HGNC:13198	ZXDA	5028
ENSG00000198218	46.08	protein_coding	49029707	49094363	HGNC:24713	QRICH1	64656
ENSG00000198231	42	protein_coding	63773603	63819317	HGNC:18676	DDX42	45714
ENSG00000198242	49.55	protein_coding	28719985	28724359	HGNC:10317	RPL23A	4374
ENSG00000198246	50.65	protein_coding	71319259	71381423	HGNC:23096	SLC29A3	62164
ENSG00000198252	38.28	protein_coding	52730166	52774989	HGNC:11447	STYX	44823
ENSG00000198258	52.38	protein_coding	9827892	9830115	HGNC:13736	UBL5	2223
ENSG00000198265	38.17	protein_coding	67070444	67245989	HGNC:16878	HELZ	175545
ENSG00000198270	40.5	protein_coding	111931282	112013866	HGNC:25084	TMEM116	82584
ENSG00000198276	62.53	protein_coding	63939829	63956416	HGNC:15938	UCKL1	16587
ENSG00000198298	40.89	protein_coding	43606419	43617904	HGNC:23440	ZNF485	11485
ENSG00000198301	40.57	protein_coding	75940950	75990962	HGNC:25537	SDAD1	50012
